true_label,predicted_label,distance
4,3,0.1915593147277832
1,1,0.2692371904850006
0,2,0.19923363626003265
1,1,0.22865721583366394
1,3,0.3252207040786743
1,1,0.258137583732605
1,3,0.40614938735961914
0,0,0.19677400588989258
1,1,0.25175929069519043
1,1,0.23984353244304657
1,1,0.23150016367435455
5,3,0.40696752071380615
1,1,0.2561853229999542
0,1,0.3080102801322937
1,1,0.18655923008918762
4,3,0.2613358199596405
1,1,0.24280469119548798
1,1,0.2633982002735138
0,2,0.3407386243343353
4,3,0.1899309754371643
4,4,0.21650229394435883
1,1,0.15868426859378815
1,1,0.21717457473278046
0,4,0.3040628135204315
4,1,0.24320253729820251
0,0,0.17584548890590668
1,1,0.2814764678478241
1,1,0.4026232063770294
1,1,0.24473121762275696
1,1,0.15832702815532684
1,1,0.13305462896823883
4,5,0.32608118653297424
1,1,0.29204627871513367
1,1,0.3165135979652405
5,1,0.30123332142829895
1,1,0.20136496424674988
1,1,0.25159257650375366
3,2,0.265523225069046
1,0,0.22978639602661133
1,1,0.18404868245124817
1,1,0.14752358198165894
1,1,0.2221502661705017
4,0,0.19430863857269287
1,1,0.2274945229291916
1,1,0.29803141951560974
1,1,0.19655367732048035
2,3,0.3034762442111969
1,0,0.2611936032772064
1,1,0.21166273951530457
2,3,0.164079487323761
1,1,0.25477007031440735
4,5,0.3805934190750122
4,2,0.25009647011756897
4,1,0.14968827366828918
0,4,0.22067172825336456
1,1,0.3006529211997986
1,1,0.20794476568698883
1,1,0.1208902895450592
4,1,0.32732510566711426
4,3,0.2190781980752945
4,2,0.23212535679340363
4,0,0.31750598549842834
2,2,0.18963323533535004
1,1,0.2991626262664795
1,0,0.33313101530075073
1,1,0.1896587759256363
2,2,0.19223512709140778
1,1,0.2578469514846802
1,1,0.24806009232997894
1,1,0.2152700126171112
1,1,0.22713765501976013
1,1,0.2197330743074417
1,1,0.2520328462123871
4,2,0.41759610176086426
1,1,0.2887614965438843
1,1,0.29609256982803345
1,1,0.20056475698947906
4,2,0.2631784975528717
4,3,0.17942915856838226
2,3,0.2627151310443878
0,0,0.21034298837184906
0,3,0.3282910883426666
1,1,0.29134273529052734
1,1,0.23923787474632263
1,1,0.23599952459335327
1,1,0.11197195202112198
5,4,0.298664927482605
4,2,0.1880153864622116
1,1,0.34108060598373413
1,1,0.28614675998687744
4,3,0.2179064154624939
4,2,0.21297229826450348
1,1,0.20347799360752106
1,1,0.21681557595729828
1,1,0.16197897493839264
1,1,0.20545096695423126
1,1,0.27505430579185486
1,1,0.17935781180858612
1,4,0.30245664715766907
1,1,0.20373618602752686
3,2,0.19033607840538025
6,0,0.37250426411628723
1,1,0.25027331709861755
1,1,0.19365815818309784
0,2,0.2510046362876892
1,1,0.24679780006408691
6,6,1.5737414360046387
1,1,0.3467898666858673
1,1,0.27969759702682495
1,1,0.21528968214988708
1,1,0.2708838880062103
1,1,0.2803799510002136
1,1,0.15589673817157745
4,2,0.2192976027727127
1,1,0.162596195936203
3,4,0.24422435462474823
1,0,0.18530626595020294
4,2,0.2108192890882492
4,0,0.19910232722759247
1,1,0.23759837448596954
3,3,0.24072253704071045
1,1,0.17949233949184418
4,0,0.3007190227508545
1,1,0.15373921394348145
1,1,0.21732932329177856
4,1,0.17828986048698425
2,3,0.25268036127090454
2,2,0.3235739767551422
1,1,0.1499599814414978
1,1,0.2942793071269989
1,1,0.26179754734039307
0,4,0.2959052324295044
1,1,0.2300993949174881
5,2,0.45692938566207886
1,1,0.2511187791824341
1,1,0.23247776925563812
1,1,0.17829789221286774
4,2,0.1685672104358673
0,0,0.17929382622241974
1,1,0.20161433517932892
1,1,0.16078434884548187
1,1,0.24706090986728668
1,1,0.20412930846214294
1,1,0.2556675672531128
1,1,0.3223811984062195
1,1,0.25946372747421265
1,1,0.2016332596540451
1,1,0.24299290776252747
4,4,0.2558481991291046
1,1,0.18778112530708313
0,1,0.34326866269111633
4,0,0.1828453540802002
1,1,0.1262006312608719
1,1,0.18925292789936066
1,1,0.25840023159980774
1,5,0.33563366532325745
1,1,0.28659573197364807
1,2,0.3382071554660797
1,1,0.1799944043159485
1,1,0.29851460456848145
4,5,0.32780537009239197
1,1,0.1751130074262619
1,2,0.2155800461769104
1,1,0.27390599250793457
1,1,0.2549160122871399
1,1,0.16118384897708893
4,3,0.2361934632062912
1,0,0.1699599325656891
0,0,0.17099615931510925
6,2,0.2734754979610443
1,0,0.21610762178897858
1,1,0.31212690472602844
1,1,0.2114463597536087
1,1,0.1550367921590805
1,1,0.23666785657405853
1,6,1.1266940832138062
4,1,0.12327433377504349
1,0,0.27674832940101624
6,3,0.23069383203983307
1,0,0.2516040503978729
1,1,0.18776270747184753
0,1,0.2354409396648407
1,1,0.24421702325344086
0,4,0.27215877175331116
5,4,0.26647651195526123
1,1,0.22932174801826477
6,3,0.27903029322624207
1,1,0.2930397391319275
1,1,0.20229876041412354
4,3,0.22161272168159485
4,1,0.510116696357727
1,1,0.3004148304462433
1,1,0.14011375606060028
1,1,0.2539536654949188
1,1,0.26616165041923523
1,1,0.267647385597229
1,0,0.18156956136226654
2,2,0.16836324334144592
1,1,0.20654210448265076
1,1,0.17754614353179932
1,0,0.2266409546136856
1,1,0.3503796458244324
1,1,0.1562213897705078
1,1,0.3010821044445038
4,3,0.25490185618400574
1,1,0.2955133318901062
4,2,0.1714802384376526
1,1,0.35177817940711975
1,1,0.2587941288948059
1,1,0.23413430154323578
1,1,0.21074752509593964
1,1,0.23219531774520874
1,1,0.20067794620990753
4,4,0.267819881439209
4,4,0.2155333161354065
1,1,0.17776556313037872
1,1,0.21235744655132294
1,1,0.26484522223472595
1,1,0.3257882595062256
1,1,0.20058169960975647
1,0,0.18401791155338287
1,1,0.2136605679988861
6,2,0.13668735325336456
0,2,0.2495063990354538
1,1,0.29348933696746826
1,1,0.17328619956970215
1,0,0.346459299325943
0,2,0.23793141543865204
1,1,0.15848657488822937
1,1,0.2906372845172882
1,1,0.16947756707668304
1,1,0.228156179189682
1,1,0.32900574803352356
1,1,0.2774236798286438
3,3,0.30251559615135193
0,1,0.2732938230037689
1,1,0.14027148485183716
0,2,0.21583887934684753
0,0,0.26255902647972107
0,4,0.2696615755558014
5,1,0.2573474943637848
1,1,0.33352789282798767
1,1,0.22278229892253876
2,2,0.29655179381370544
1,1,0.18085235357284546
1,1,0.20527218282222748
0,1,0.2873457372188568
1,1,0.14392374455928802
1,1,0.17546391487121582
1,1,0.17816847562789917
1,1,0.21515923738479614
6,5,0.2998443841934204
2,3,0.21777158975601196
1,1,0.10943057388067245
1,1,0.2609370946884155
2,2,0.21774141490459442
1,1,0.24979989230632782
1,1,0.21902720630168915
1,1,0.202531099319458
0,0,0.22267980873584747
6,2,0.31167861819267273
1,1,0.2435106635093689
3,3,0.23467721045017242
2,3,0.23937973380088806
1,1,0.30208534002304077
1,1,0.13170476257801056
1,1,0.23353756964206696
1,1,0.21750777959823608
0,0,0.18519188463687897
6,3,0.3590942323207855
3,3,0.1938900500535965
1,1,0.19350820779800415
1,1,0.13668954372406006
1,1,0.16988012194633484
2,1,0.1757558137178421
6,6,1.7524089813232422
1,1,0.2821010947227478
1,1,0.26654812693595886
4,1,0.2030721753835678
4,0,0.34124791622161865
1,1,0.25957924127578735
1,1,0.19767794013023376
0,0,0.2523830831050873
1,1,0.2659721374511719
1,1,0.2744368612766266
1,0,0.24798522889614105
1,1,0.3811168968677521
1,1,0.13800014555454254
1,1,0.2552667260169983
1,1,0.1661222279071808
0,2,0.17913542687892914
1,0,0.2069261372089386
1,1,0.2620019018650055
4,2,0.18323010206222534
4,4,0.23072277009487152
1,1,0.158326655626297
1,1,0.2369784414768219
0,2,0.22332815825939178
1,1,0.20565858483314514
2,3,0.32969334721565247
6,1,0.3422870635986328
1,1,0.2201550155878067
4,3,0.21973469853401184
1,1,0.2836357355117798
1,1,0.23950108885765076
1,1,0.20551015436649323
1,1,0.22265009582042694
1,4,0.18385297060012817
1,1,0.3800870478153229
2,3,0.20814305543899536
1,1,0.13381490111351013
4,0,0.30207911133766174
0,4,0.27580466866493225
1,1,0.2263021618127823
6,2,0.259304404258728
2,3,0.35384058952331543
4,4,0.2225327342748642
6,6,1.8833248615264893
1,2,0.21206679940223694
1,1,0.2626383602619171
0,4,0.25901317596435547
0,3,0.262006014585495
0,0,0.24467360973358154
2,4,0.21451516449451447
3,3,0.25337448716163635
1,1,0.2129410207271576
1,1,0.19739791750907898
1,1,0.27141499519348145
2,4,0.22631604969501495
1,5,0.2466619610786438
1,1,0.1503501981496811
3,5,0.24028678238391876
0,0,0.212715283036232
4,0,0.21764352917671204
1,1,0.2354905605316162
1,1,0.12099329382181168
1,1,0.3148670196533203
1,1,0.1320830136537552
1,1,0.3323662281036377
1,1,0.22120380401611328
1,1,0.229633167386055
4,2,0.2177879363298416
3,3,0.17310258746147156
1,1,0.18833515048027039
1,1,0.1725437045097351
1,1,0.22896252572536469
1,1,0.27907034754753113
4,0,0.22340801358222961
0,1,0.19792111217975616
1,1,0.24732975661754608
1,1,0.2043677270412445
1,1,0.14164575934410095
1,1,0.27713605761528015
4,0,0.25000953674316406
4,2,0.39396798610687256
2,4,0.21736592054367065
1,1,0.1383926421403885
4,0,0.31357502937316895
0,2,0.2847946584224701
4,3,0.18092072010040283
0,3,0.25016555190086365
3,3,0.19869005680084229
1,1,0.1629839390516281
1,1,0.21520854532718658
4,0,0.22150014340877533
1,1,0.17297358810901642
1,1,0.1883671134710312
1,1,0.33728042244911194
3,3,0.3519901931285858
1,1,0.23841728270053864
4,2,0.20608310401439667
1,0,0.13427068293094635
5,3,0.2383965700864792
1,1,0.23367077112197876
1,1,0.29302000999450684
1,1,0.2560519576072693
1,1,0.3774935007095337
1,1,0.35447925329208374
4,3,0.26342445611953735
1,1,0.15898148715496063
1,1,0.2325223833322525
0,1,0.1769300401210785
1,1,0.18828323483467102
1,2,0.19606073200702667
1,1,0.14423443377017975
1,1,0.22297003865242004
2,4,0.22915084660053253
1,1,0.12704886496067047
4,4,0.19348733127117157
3,3,0.2758384943008423
1,1,0.2241615206003189
1,1,0.2515847384929657
4,4,0.18193669617176056
2,3,0.198856920003891
1,1,0.28672775626182556
4,4,0.2955673933029175
1,1,0.21517668664455414
4,1,0.21062417328357697
1,1,0.15171371400356293
4,2,0.2684077322483063
4,2,0.17931759357452393
2,3,0.2945477366447449
5,3,0.3014735281467438
4,2,0.3284009099006653
1,0,0.1970522701740265
1,1,0.21317684650421143
1,4,0.22649580240249634
0,2,0.17910273373126984
0,4,0.17637965083122253
1,1,0.1673433929681778
1,1,0.2520100176334381
1,1,0.3310363292694092
1,1,0.316230446100235
1,1,0.14563965797424316
5,1,0.34807106852531433
1,1,0.14519411325454712
1,1,0.20391076803207397
4,3,0.1686592996120453
1,1,0.1709643453359604
1,3,0.20684713125228882
1,1,0.29120153188705444
1,1,0.39266473054885864
1,1,0.2532358467578888
1,1,0.1702166199684143
5,1,0.28427866101264954
1,1,0.2996732294559479
1,1,0.13787484169006348
1,2,0.18895617127418518
1,1,0.48327362537384033
0,1,0.29151126742362976
1,1,0.19301289319992065
2,3,0.23724156618118286
1,1,0.17793580889701843
1,1,0.2080797255039215
4,1,0.2096782773733139
4,2,0.32277074456214905
1,1,0.2760447859764099
3,2,0.20652449131011963
1,0,0.3052174746990204
1,1,0.23966626822948456
0,0,0.28103047609329224
1,1,0.17846262454986572
1,1,0.2605663239955902
1,1,0.2291048765182495
1,5,0.2357223629951477
1,1,0.1988929659128189
1,1,0.2505824863910675
1,1,0.14126864075660706
0,0,0.23304907977581024
0,1,0.23428800702095032
1,1,0.22609122097492218
1,1,0.1414465755224228
1,1,0.1694367527961731
1,0,0.32115620374679565
4,3,0.15155450999736786
1,1,0.29410120844841003
1,1,0.23441365361213684
1,1,0.18528680503368378
0,4,0.1866169571876526
1,1,0.17291845381259918
1,2,0.26723986864089966
1,1,0.2525462210178375
1,1,0.29748591780662537
4,2,0.2201191484928131
1,1,0.2229708433151245
2,3,0.19475962221622467
1,1,0.1673993021249771
1,1,0.18378973007202148
4,0,0.26298853754997253
4,0,0.23579636216163635
1,1,0.23416101932525635
2,3,0.1443461775779724
1,1,0.24913853406906128
1,1,0.18156710267066956
4,1,0.21513956785202026
1,1,0.2379022240638733
3,3,0.1958816945552826
1,1,0.26235565543174744
3,3,0.1947944611310959
2,2,0.23603455722332
1,1,0.274077832698822
1,1,0.19465219974517822
1,1,0.13465411961078644
0,0,0.26453906297683716
4,2,0.2013731747865677
1,1,0.18890678882598877
4,4,0.23889219760894775
3,2,0.22236326336860657
1,1,0.21725361049175262
0,0,0.29032570123672485
4,0,0.2137768715620041
1,1,0.27683478593826294
1,1,0.20442837476730347
1,1,0.2475547343492508
1,1,0.29750996828079224
4,1,0.26578786969184875
1,0,0.3541131615638733
1,1,0.30795571208000183
0,1,0.2672286033630371
1,1,0.24581868946552277
4,2,0.21162739396095276
1,1,0.2681393325328827
1,1,0.19952309131622314
1,1,0.2436036616563797
1,1,0.14469529688358307
5,3,0.449797123670578
1,1,0.16313563287258148
3,3,0.18871840834617615
1,3,0.31147539615631104
4,1,0.20508785545825958
1,1,0.3135765492916107
1,1,0.2765405476093292
4,2,0.18142400681972504
4,3,0.19770899415016174
1,1,0.20264731347560883
1,1,0.1873922049999237
1,1,0.18474332988262177
1,1,0.3117219805717468
1,1,0.22431355714797974
1,1,0.18388019502162933
4,1,0.2958146333694458
1,1,0.33393171429634094
1,1,0.26231181621551514
1,1,0.2159785032272339
1,1,0.22875182330608368
4,1,0.3069238066673279
1,1,0.261587530374527
1,2,0.15478534996509552
2,2,0.18142133951187134
1,1,0.21425451338291168
1,1,0.2344416230916977
1,1,0.24857832491397858
1,1,0.1836119294166565
0,1,0.32566308975219727
1,1,0.21586504578590393
4,3,0.26408281922340393
4,3,0.22031162679195404
1,1,0.18935683369636536
1,1,0.2656557261943817
1,1,0.2554273307323456
4,2,0.1493058204650879
1,3,0.42089465260505676
1,1,0.19214750826358795
1,1,0.21917927265167236
1,1,0.23793217539787292
4,3,0.14754831790924072
1,1,0.32755157351493835
1,1,0.2780338227748871
1,1,0.12316307425498962
6,4,0.3377917408943176
1,1,0.32647034525871277
0,0,0.2964513599872589
1,0,0.26320984959602356
1,1,0.24803581833839417
1,4,0.1972981095314026
1,5,0.1977924108505249
1,1,0.14196646213531494
2,3,0.452828973531723
1,1,0.2750278413295746
1,1,0.21198353171348572
6,4,0.18348658084869385
0,4,0.22252824902534485
1,1,0.14578159153461456
1,1,0.20900975167751312
3,2,0.2579173743724823
1,1,0.26716259121894836
4,2,0.32082200050354004
1,1,0.1796068698167801
1,1,0.25002598762512207
1,1,0.6361823081970215
0,3,0.2327437549829483
1,1,0.20539554953575134
4,3,0.20988860726356506
1,1,0.35379743576049805
1,1,0.18395116925239563
1,1,0.14381562173366547
1,1,0.17408955097198486
1,1,0.13070259988307953
0,1,0.18932093679904938
1,1,0.18349112570285797
6,2,0.22193296253681183
1,1,0.12026596069335938
1,1,0.33212441205978394
0,4,0.18128792941570282
1,1,0.2927633821964264
1,1,0.2596260905265808
0,0,0.2729121446609497
1,1,0.21587637066841125
1,1,0.5950862765312195
1,1,0.16724933683872223
1,1,0.24932794272899628
1,1,0.35915765166282654
1,1,0.2685300409793854
5,5,0.36234596371650696
0,2,0.21775522828102112
1,1,0.34594398736953735
1,1,0.12771424651145935
4,2,0.17862820625305176
1,1,0.2301853895187378
1,3,0.21733123064041138
1,4,0.2408578097820282
6,2,0.22311727702617645
0,2,0.24019932746887207
1,1,0.2205675095319748
1,1,0.21846698224544525
2,3,0.18055948615074158
1,1,0.36261236667633057
1,1,0.2608726918697357
1,1,0.16641008853912354
4,2,0.1901407241821289
5,1,0.19397245347499847
1,1,0.30680617690086365
4,1,0.19945406913757324
2,0,0.3216369152069092
0,1,0.24638785421848297
4,2,0.12393762171268463
1,1,0.3548385500907898
1,1,0.287840873003006
1,3,0.17213952541351318
1,1,0.32154348492622375
4,2,0.22589612007141113
0,0,0.24572446942329407
1,1,0.35918405652046204
1,1,0.15516015887260437
1,1,0.23524871468544006
1,0,0.2063363790512085
5,4,0.15657809376716614
4,3,0.1751507818698883
1,1,0.16561409831047058
0,0,0.33096861839294434
1,1,0.20069576799869537
1,1,0.20296061038970947
1,1,0.29921263456344604
4,5,0.30553552508354187
1,1,0.26861992478370667
1,1,0.18179118633270264
3,3,0.2304595708847046
1,1,0.30497005581855774
1,1,0.20417018234729767
1,0,0.24853515625
2,4,0.21028247475624084
1,1,0.29020875692367554
4,4,0.16768115758895874
1,1,0.29419177770614624
1,0,0.20350603759288788
1,1,0.2796321511268616
1,1,0.27773675322532654
1,1,0.2592040002346039
1,1,0.19297736883163452
1,1,0.26629510521888733
1,1,0.11176202446222305
1,1,0.24121885001659393
1,1,0.20567946135997772
1,1,0.17818720638751984
2,2,0.16424450278282166
0,1,0.284147173166275
1,1,0.2078188955783844
2,2,0.2546451687812805
1,1,0.23702144622802734
2,3,0.22310325503349304
1,1,0.17089635133743286
1,1,0.24146334826946259
0,2,0.20575276017189026
1,1,0.19688060879707336
1,1,0.18807387351989746
4,2,0.1911320984363556
3,3,0.4456591308116913
4,3,0.19849999248981476
1,1,0.19795694947242737
1,1,0.16580115258693695
4,3,0.2804046869277954
2,3,0.3288697302341461
1,1,0.27928322553634644
1,1,0.34123995900154114
1,1,0.266303151845932
0,3,0.2871913015842438
1,5,0.39107006788253784
1,1,0.324160099029541
1,1,0.2392588108778
3,3,0.3107159435749054
4,3,0.21174784004688263
2,5,0.27474820613861084
1,1,0.22251379489898682
2,2,0.17517562210559845
1,1,0.1709500551223755
1,0,0.2669132649898529
1,1,0.15337200462818146
5,1,0.1856245994567871
1,1,0.36201897263526917
4,2,0.24912819266319275
1,1,0.1795484572649002
1,1,0.2623293101787567
1,1,0.3153068423271179
1,1,0.2210264354944229
0,2,0.22726970911026
1,5,0.2684786021709442
1,1,0.3077920973300934
3,2,0.2181105762720108
1,1,0.3200460970401764
1,1,0.17589175701141357
0,2,0.14309442043304443
1,1,0.3072208762168884
1,1,0.2049039602279663
1,1,0.16144028306007385
2,3,0.3456662595272064
1,2,0.2575409412384033
2,4,0.21801456809043884
1,1,0.264103502035141
1,1,0.2518419027328491
5,1,0.26055285334587097
1,1,0.13780175149440765
0,3,0.22935199737548828
1,1,0.23327812552452087
4,3,0.277242511510849
1,1,0.20255610346794128
0,1,0.31163305044174194
1,1,0.28696921467781067
3,2,0.1687876284122467
1,1,0.1488344967365265
1,1,0.19644689559936523
3,3,0.25355958938598633
1,1,0.18465974926948547
2,3,0.2795882523059845
1,1,0.1860479712486267
3,3,0.16188134253025055
1,1,0.1909513771533966
1,5,0.30367350578308105
1,1,0.2914102375507355
1,1,0.20829015970230103
1,1,0.2344726324081421
1,1,0.22823897004127502
1,1,0.14822091162204742
1,1,0.21441413462162018
1,0,0.22912269830703735
1,1,0.20185071229934692
1,5,0.3622409403324127
4,0,0.19041231274604797
2,3,0.27353164553642273
1,1,0.13275234401226044
4,0,0.2962646186351776
1,1,0.24744082987308502
0,0,0.20693427324295044
1,1,0.28196245431900024
1,1,0.19183146953582764
1,1,0.32469987869262695
0,5,0.22278979420661926
1,0,0.27567023038864136
1,1,0.23560898005962372
1,1,0.2259080559015274
1,1,0.15528802573680878
1,1,0.22252129018306732
4,0,0.3380467891693115
1,1,0.16512463986873627
1,1,0.13283313810825348
0,1,0.11390304565429688
1,1,0.2807328402996063
1,1,0.19271743297576904
1,1,0.2840777337551117
1,4,0.26656389236450195
1,1,0.20162232220172882
1,1,0.20860327780246735
1,1,0.24697741866111755
0,1,0.3512879014015198
2,2,0.29417839646339417
4,1,0.16863314807415009
1,1,0.2578982710838318
1,1,0.17879296839237213
1,1,0.3283926546573639
0,1,0.2498902976512909
3,2,0.22780178487300873
1,1,0.15105341374874115
1,2,0.2020268440246582
1,4,0.1737940013408661
1,1,0.2675562798976898
1,1,0.299802303314209
1,1,0.21451780200004578
0,2,0.23194599151611328
1,1,0.16783420741558075
2,3,0.192111998796463
1,3,0.4601477384567261
0,1,0.29697033762931824
1,1,0.13750775158405304
4,0,0.2734628915786743
1,1,0.3696787357330322
1,1,0.16590680181980133
5,0,0.3267066776752472
5,5,0.34569743275642395
1,1,0.337056964635849
1,1,0.18776270747184753
3,3,0.32396918535232544
1,1,0.13646085560321808
1,1,0.18431857228279114
2,3,0.20519842207431793
1,1,0.15788991749286652
1,1,0.12660662829875946
1,0,0.35807859897613525
2,2,0.2722512185573578
4,3,0.5225348472595215
1,1,0.31538528203964233
1,1,0.22696754336357117
5,3,0.15410216152668
1,0,0.2427116334438324
1,1,0.10643298923969269
1,3,0.3388404846191406
1,4,0.24812957644462585
0,0,0.2503824830055237
0,0,0.2114652395248413
1,1,0.2379310429096222
0,1,0.15866322815418243
4,2,0.25592687726020813
4,5,0.31319770216941833
1,3,0.1612296998500824
4,3,0.1749572455883026
1,1,0.20889393985271454
2,3,0.2198822796344757
1,1,0.2820296585559845
1,1,0.12755267322063446
4,5,0.31215643882751465
4,3,0.18644104897975922
1,1,0.27492642402648926
1,1,0.1549929529428482
6,1,0.5120977163314819
1,1,0.2700985372066498
1,1,0.2866708040237427
0,0,0.19605882465839386
1,1,0.20483092963695526
1,1,0.12963935732841492
1,1,0.13742363452911377
1,1,0.3590937554836273
1,1,0.14101187884807587
1,4,0.20611542463302612
1,1,0.2574988007545471
0,4,0.30413225293159485
4,2,0.2580537497997284
1,1,0.14802291989326477
1,1,0.1527988761663437
2,5,0.3397863805294037
1,1,0.1498355269432068
1,1,0.3385300040245056
1,1,0.1344640851020813
1,1,0.2059832215309143
1,1,0.2613987922668457
1,1,0.1801893413066864
1,1,0.1778302639722824
1,1,0.126304030418396
1,1,0.2930651605129242
1,1,0.29893481731414795
1,1,0.18198223412036896
1,1,0.22864288091659546
4,1,0.32273709774017334
0,3,0.2319691777229309
1,1,0.21879032254219055
1,1,0.1554284393787384
1,1,0.21442191302776337
1,1,0.3366282284259796
0,1,0.190460667014122
4,2,0.23696722090244293
1,1,0.21234340965747833
1,1,0.19234469532966614
1,1,0.28288736939430237
1,1,0.2061920464038849
4,3,0.14720359444618225
1,1,0.2090325653553009
1,1,0.18121913075447083
1,1,0.16232101619243622
1,1,0.21323807537555695
0,4,0.23517554998397827
1,1,0.24794328212738037
1,1,0.24236291646957397
0,2,0.2109057754278183
1,1,0.27249419689178467
1,2,0.3347804844379425
1,1,0.13801181316375732
1,1,0.24665187299251556
1,1,0.2102738320827484
1,1,0.24102133512496948
1,1,0.2031071037054062
4,0,0.2653213441371918
1,1,0.18925827741622925
1,1,0.15831159055233002
1,1,0.25035879015922546
1,1,0.1876487135887146
4,1,0.12726308405399323
1,1,0.11317702382802963
1,1,0.23899608850479126
1,1,0.2432045042514801
1,1,0.1479468047618866
1,1,0.12072896212339401
1,1,0.189032644033432
1,1,0.1301647424697876
1,1,0.18072442710399628
2,3,0.18650022149085999
1,1,0.24392543733119965
0,2,0.21792665123939514
1,1,0.3115982413291931
5,5,0.33188238739967346
3,0,0.20615893602371216
1,0,0.32742589712142944
1,1,0.22162725031375885
4,1,0.26425108313560486
1,1,0.2937580943107605
0,0,0.2920456528663635
1,1,0.23129434883594513
1,1,0.3249683082103729
0,2,0.2525549530982971
0,4,0.25614407658576965
1,1,0.3431575298309326
4,4,0.20106391608715057
1,1,0.13644249737262726
1,1,0.15619772672653198
1,1,0.16121861338615417
1,1,0.27090415358543396
1,1,0.22462238371372223
4,0,0.15413126349449158
1,1,0.186521515250206
1,1,0.32937365770339966
1,1,0.25133538246154785
1,1,0.22057265043258667
1,1,0.24802525341510773
1,1,0.26747986674308777
1,6,1.025681972503662
1,1,0.20810922980308533
1,1,0.13238321244716644
1,1,0.27159610390663147
1,1,0.2344822883605957
1,0,0.2641892731189728
1,1,0.2829272747039795
4,2,0.32151418924331665
2,3,0.17795364558696747
2,3,0.19374015927314758
1,1,0.1986485719680786
5,5,0.29367655515670776
4,4,0.20647788047790527
4,0,0.31388595700263977
1,1,0.2512969672679901
1,1,0.15965192019939423
4,3,0.23848065733909607
2,2,0.2952284514904022
1,1,0.2536194622516632
1,0,0.23908822238445282
1,1,0.274160236120224
6,2,0.21988621354103088
1,1,0.22383075952529907
1,1,0.24682629108428955
0,2,0.20523333549499512
6,6,1.3803014755249023
1,1,0.18112535774707794
0,1,0.2217540144920349
0,2,0.23977120220661163
4,0,0.2571546733379364
3,3,0.15920402109622955
1,1,0.21251989901065826
0,0,0.1439620554447174
1,1,0.2324267476797104
4,2,0.2035181224346161
4,3,0.2037394791841507
1,1,0.20925059914588928
1,1,0.19047975540161133
1,1,0.2438271939754486
1,1,0.18466103076934814
1,1,0.24646791815757751
4,5,0.43187516927719116
1,1,0.2986926734447479
5,5,0.35722899436950684
1,2,0.5127055644989014
4,2,0.2906813323497772
2,3,0.2341219186782837
3,3,0.3015425503253937
4,3,0.1754319816827774
1,1,0.2963772714138031
0,1,0.20816506445407867
3,3,0.15312142670154572
